    0x20             SPACE
  0x33a6  ㎦          SQUARE KM CUBED
  0x33a7  ㎧          SQUARE M OVER S
  0x33a8  ㎨          SQUARE M OVER S SQUARED
  0x33a9  ㎩          SQUARE PA
  0x33aa  ㎪          SQUARE KPA
  0x33ab  ㎫          SQUARE MPA
  0x33ac  ㎬          SQUARE GPA
  0x33ad  ㎭          SQUARE RAD
  0x33ae  ㎮          SQUARE RAD OVER S
  0x33af  ㎯          SQUARE RAD OVER S SQUARED
  0x33b0  ㎰          SQUARE PS
  0x33b1  ㎱          SQUARE NS
  0x33b2  ㎲          SQUARE MU S
  0x33b3  ㎳          SQUARE MS
  0x33b4  ㎴          SQUARE PV
  0x33b5  ㎵          SQUARE NV
  0x33b6  ㎶          SQUARE MU V
  0x33b7  ㎷          SQUARE MV
  0x33b8  ㎸          SQUARE KV
  0x33b9  ㎹          SQUARE MV MEGA
  0x33ba  ㎺          SQUARE PW
  0x33bb  ㎻          SQUARE NW
  0x33bc  ㎼          SQUARE MU W
  0x33bd  ㎽          SQUARE MW
  0x33be  ㎾          SQUARE KW
  0x33bf  ㎿          SQUARE MW MEGA
  0x33c0  ㏀          SQUARE K OHM
  0x33c1  ㏁          SQUARE M OHM
  0x33c2  ㏂          SQUARE AM
  0x33c3  ㏃          SQUARE BQ
  0x33c4  ㏄          SQUARE CC
  0x33c5  ㏅          SQUARE CD
  0x33c6  ㏆          SQUARE C OVER KG
  0x33c7  ㏇          SQUARE CO
  0x33c8  ㏈          SQUARE DB
  0x33c9  ㏉          SQUARE GY
  0x33ca  ㏊          SQUARE HA
  0x33cb  ㏋          SQUARE HP
  0x33cc  ㏌          SQUARE IN
  0x33cd  ㏍          SQUARE KK
  0x33ce  ㏎          SQUARE KM CAPITAL
  0x33cf  ㏏          SQUARE KT
  0x33d0  ㏐          SQUARE LM
  0x33d1  ㏑          SQUARE LN
  0x33d2  ㏒          SQUARE LOG
  0x33d3  ㏓          SQUARE LX
  0x33d4  ㏔          SQUARE MB SMALL
  0x33d5  ㏕          SQUARE MIL
  0x33d6  ㏖          SQUARE MOL
  0x33d7  ㏗          SQUARE PH
  0x33d8  ㏘          SQUARE PM
  0x33d9  ㏙          SQUARE PPM
  0x33da  ㏚          SQUARE PR
  0x33db  ㏛          SQUARE SR
  0x33dc  ㏜          SQUARE SV
  0x33dd  ㏝          SQUARE WB
  0x33de  ㏞          SQUARE V OVER M
  0x33df  ㏟          SQUARE A OVER M
  0x33e0  ㏠          IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY ONE
  0x33e1  ㏡          IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TWO
  0x33e2  ㏢          IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY THREE
  0x33e3  ㏣          IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY FOUR
  0x33e4  ㏤          IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY FIVE
  0x33e5  ㏥          IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY SIX
  0x33e6  ㏦          IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY SEVEN
  0x33e7  ㏧          IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY EIGHT
  0x33e8  ㏨          IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY NINE
  0x33e9  ㏩          IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TEN
  0x33ea  ㏪          IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY ELEVEN
  0x33eb  ㏫          IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TWELVE
  0x33ec  ㏬          IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY THIRTEEN
  0x33ed  ㏭          IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY FOURTEEN
  0x33ee  ㏮          IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY FIFTEEN
  0x33ef  ㏯          IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY SIXTEEN
  0x33f0  ㏰          IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY SEVENTEEN
  0x33f1  ㏱          IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY EIGHTEEN
  0x33f2  ㏲          IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY NINETEEN
  0x33f3  ㏳          IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TWENTY
  0x33f4  ㏴          IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TWENTY-ONE
  0x33f5  ㏵          IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TWENTY-TWO
  0x33f6  ㏶          IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TWENTY-THREE
  0x33f7  ㏷          IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TWENTY-FOUR
  0x33f8  ㏸          IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TWENTY-FIVE
  0x33f9  ㏹          IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TWENTY-SIX
  0x33fa  ㏺          IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TWENTY-SEVEN
  0x33fb  ㏻          IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TWENTY-EIGHT
  0x33fc  ㏼          IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TWENTY-NINE
  0x33fd  ㏽          IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY THIRTY
  0x33fe  ㏾          IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY THIRTY-ONE
  0x33ff  ㏿          SQUARE GAL
  0x4dc0  ䷀          HEXAGRAM FOR THE CREATIVE HEAVEN
  0x4dc1  ䷁          HEXAGRAM FOR THE RECEPTIVE EARTH
  0x4dc2  ䷂          HEXAGRAM FOR DIFFICULTY AT THE BEGINNING
  0x4dc3  ䷃          HEXAGRAM FOR YOUTHFUL FOLLY
  0x4dc4  ䷄          HEXAGRAM FOR WAITING
  0x4dc5  ䷅          HEXAGRAM FOR CONFLICT
  0x4dc6  ䷆          HEXAGRAM FOR THE ARMY
  0x4dc7  ䷇          HEXAGRAM FOR HOLDING TOGETHER
  0x4dc8  ䷈          HEXAGRAM FOR SMALL TAMING
  0x4dc9  ䷉          HEXAGRAM FOR TREADING
  0x4dca  ䷊          HEXAGRAM FOR PEACE
  0x4dcb  ䷋          HEXAGRAM FOR STANDSTILL
  0x4dcc  ䷌          HEXAGRAM FOR FELLOWSHIP
  0x4dcd  ䷍          HEXAGRAM FOR GREAT POSSESSION
  0x4dce  ䷎          HEXAGRAM FOR MODESTY
  0x4dcf  ䷏          HEXAGRAM FOR ENTHUSIASM
  0x4dd0  ䷐          HEXAGRAM FOR FOLLOWING
  0x4dd1  ䷑          HEXAGRAM FOR WORK ON THE DECAYED
  0x4dd2  ䷒          HEXAGRAM FOR APPROACH
  0x4dd3  ䷓          HEXAGRAM FOR CONTEMPLATION
  0x4dd4  ䷔          HEXAGRAM FOR BITING THROUGH
  0x4dd5  ䷕          HEXAGRAM FOR GRACE
  0x4dd6  ䷖          HEXAGRAM FOR SPLITTING APART
  0x4dd7  ䷗          HEXAGRAM FOR RETURN
  0x4dd8  ䷘          HEXAGRAM FOR INNOCENCE
  0x4dd9  ䷙          HEXAGRAM FOR GREAT TAMING
  0x4dda  ䷚          HEXAGRAM FOR MOUTH CORNERS
  0x4ddb  ䷛          HEXAGRAM FOR GREAT PREPONDERANCE
  0x4ddc  ䷜          HEXAGRAM FOR THE ABYSMAL WATER
  0x4ddd  ䷝          HEXAGRAM FOR THE CLINGING FIRE
  0x4dde  ䷞          HEXAGRAM FOR INFLUENCE
  0x4ddf  ䷟          HEXAGRAM FOR DURATION
  0x4de0  ䷠          HEXAGRAM FOR RETREAT
  0x4de1  ䷡          HEXAGRAM FOR GREAT POWER
  0x4de2  ䷢          HEXAGRAM FOR PROGRESS
  0x4de3  ䷣          HEXAGRAM FOR DARKENING OF THE LIGHT
  0x4de4  ䷤          HEXAGRAM FOR THE FAMILY
  0x4de5  ䷥          HEXAGRAM FOR OPPOSITION
  0x4de6  ䷦          HEXAGRAM FOR OBSTRUCTION
  0x4de7  ䷧          HEXAGRAM FOR DELIVERANCE
  0x4de8  ䷨          HEXAGRAM FOR DECREASE
  0x4de9  ䷩          HEXAGRAM FOR INCREASE
  0x4dea  ䷪          HEXAGRAM FOR BREAKTHROUGH
  0x4deb  ䷫          HEXAGRAM FOR COMING TO MEET
  0x4dec  ䷬          HEXAGRAM FOR GATHERING TOGETHER
  0x4ded  ䷭          HEXAGRAM FOR PUSHING UPWARD
  0x4dee  ䷮          HEXAGRAM FOR OPPRESSION
  0x4def  ䷯          HEXAGRAM FOR THE WELL
  0x4df0  ䷰          HEXAGRAM FOR REVOLUTION
  0x4df1  ䷱          HEXAGRAM FOR THE CAULDRON
  0x4df2  ䷲          HEXAGRAM FOR THE AROUSING THUNDER
  0x4df3  ䷳          HEXAGRAM FOR THE KEEPING STILL MOUNTAIN
  0x4df4  ䷴          HEXAGRAM FOR DEVELOPMENT
  0x4df5  ䷵          HEXAGRAM FOR THE MARRYING MAIDEN
  0x4df6  ䷶          HEXAGRAM FOR ABUNDANCE
  0x4df7  ䷷          HEXAGRAM FOR THE WANDERER
  0x4df8  ䷸          HEXAGRAM FOR THE GENTLE WIND
  0x4df9  ䷹          HEXAGRAM FOR THE JOYOUS LAKE
  0x4dfa  ䷺          HEXAGRAM FOR DISPERSION
  0x4dfb  ䷻          HEXAGRAM FOR LIMITATION
  0x4dfc  ䷼          HEXAGRAM FOR INNER TRUTH
  0x4dfd  ䷽          HEXAGRAM FOR SMALL PREPONDERANCE
  0x4dfe  ䷾          HEXAGRAM FOR AFTER COMPLETION
  0x4dff  ䷿          HEXAGRAM FOR BEFORE COMPLETION
  0xa000  ꀀ          YI SYLLABLE IT
  0xa001  ꀁ          YI SYLLABLE IX
  0xa002  ꀂ          YI SYLLABLE I
  0xa003  ꀃ          YI SYLLABLE IP
  0xa004  ꀄ          YI SYLLABLE IET
  0xa005  ꀅ          YI SYLLABLE IEX
  0xa006  ꀆ          YI SYLLABLE IE
  0xa007  ꀇ          YI SYLLABLE IEP
  0xa008  ꀈ          YI SYLLABLE AT
  0xa009  ꀉ          YI SYLLABLE AX
  0xa00a  ꀊ          YI SYLLABLE A
  0xa00b  ꀋ          YI SYLLABLE AP
  0xa00c  ꀌ          YI SYLLABLE UOX
  0xa00d  ꀍ          YI SYLLABLE UO
  0xa00e  ꀎ          YI SYLLABLE UOP
  0xa00f  ꀏ          YI SYLLABLE OT
  0xa010  ꀐ          YI SYLLABLE OX
  0xa011  ꀑ          YI SYLLABLE O
  0xa012  ꀒ          YI SYLLABLE OP
  0xa013  ꀓ          YI SYLLABLE EX
  0xa014  ꀔ          YI SYLLABLE E
  0xa015  ꀕ          YI SYLLABLE WU
  0xa016  ꀖ          YI SYLLABLE BIT
  0xa017  ꀗ          YI SYLLABLE BIX
  0xa018  ꀘ          YI SYLLABLE BI
  0xa019  ꀙ          YI SYLLABLE BIP
  0xa01a  ꀚ          YI SYLLABLE BIET
  0xa01b  ꀛ          YI SYLLABLE BIEX
  0xa01c  ꀜ          YI SYLLABLE BIE
  0xa01d  ꀝ          YI SYLLABLE BIEP
  0xa01e  ꀞ          YI SYLLABLE BAT
  0xa01f  ꀟ          YI SYLLABLE BAX
  0xa020  ꀠ          YI SYLLABLE BA
  0xa021  ꀡ          YI SYLLABLE BAP
  0xa022  ꀢ          YI SYLLABLE BUOX
  0xa023  ꀣ          YI SYLLABLE BUO
  0xa024  ꀤ          YI SYLLABLE BUOP
  0xa025  ꀥ          YI SYLLABLE BOT
  0xa026  ꀦ          YI SYLLABLE BOX
  0xa027  ꀧ          YI SYLLABLE BO
  0xa028  ꀨ          YI SYLLABLE BOP
  0xa029  ꀩ          YI SYLLABLE BEX
  0xa02a  ꀪ          YI SYLLABLE BE
  0xa02b  ꀫ          YI SYLLABLE BEP
  0xa02c  ꀬ          YI SYLLABLE BUT
  0xa02d  ꀭ          YI SYLLABLE BUX
  0xa02e  ꀮ          YI SYLLABLE BU
  0xa02f  ꀯ          YI SYLLABLE BUP
  0xa030  ꀰ          YI SYLLABLE BURX
  0xa031  ꀱ          YI SYLLABLE BUR
  0xa032  ꀲ          YI SYLLABLE BYT
  0xa033  ꀳ          YI SYLLABLE BYX
  0xa034  ꀴ          YI SYLLABLE BY
  0xa035  ꀵ          YI SYLLABLE BYP
  0xa036  ꀶ          YI SYLLABLE BYRX
  0xa037  ꀷ          YI SYLLABLE BYR
  0xa038  ꀸ          YI SYLLABLE PIT
  0xa039  ꀹ          YI SYLLABLE PIX
  0xa03a  ꀺ          YI SYLLABLE PI
  0xa03b  ꀻ          YI SYLLABLE PIP
  0xa03c  ꀼ          YI SYLLABLE PIEX
  0xa03d  ꀽ          YI SYLLABLE PIE
  0xa03e  ꀾ          YI SYLLABLE PIEP
  0xa03f  ꀿ          YI SYLLABLE PAT
  0xa040  ꁀ          YI SYLLABLE PAX
  0xa041  ꁁ          YI SYLLABLE PA
  0xa042  ꁂ          YI SYLLABLE PAP
  0xa043  ꁃ          YI SYLLABLE PUOX
  0xa044  ꁄ          YI SYLLABLE PUO
  0xa045  ꁅ          YI SYLLABLE PUOP
  0xa046  ꁆ          YI SYLLABLE POT
  0xa047  ꁇ          YI SYLLABLE POX
  0xa048  ꁈ          YI SYLLABLE PO
  0xa049  ꁉ          YI SYLLABLE POP
  0xa04a  ꁊ          YI SYLLABLE PUT
  0xa04b  ꁋ          YI SYLLABLE PUX
  0xa04c  ꁌ          YI SYLLABLE PU
  0xa04d  ꁍ          YI SYLLABLE PUP
  0xa04e  ꁎ          YI SYLLABLE PURX
  0xa04f  ꁏ          YI SYLLABLE PUR
  0xa050  ꁐ          YI SYLLABLE PYT
  0xa051  ꁑ          YI SYLLABLE PYX
  0xa052  ꁒ          YI SYLLABLE PY
  0xa053  ꁓ          YI SYLLABLE PYP
  0xa054  ꁔ          YI SYLLABLE PYRX
  0xa055  ꁕ          YI SYLLABLE PYR
  0xa056  ꁖ          YI SYLLABLE BBIT
  0xa057  ꁗ          YI SYLLABLE BBIX
  0xa058  ꁘ          YI SYLLABLE BBI
  0xa059  ꁙ          YI SYLLABLE BBIP
  0xa05a  ꁚ          YI SYLLABLE BBIET
  0xa05b  ꁛ          YI SYLLABLE BBIEX
  0xa05c  ꁜ          YI SYLLABLE BBIE
  0xa05d  ꁝ          YI SYLLABLE BBIEP
  0xa05e  ꁞ          YI SYLLABLE BBAT
  0xa05f  ꁟ          YI SYLLABLE BBAX
  0xa060  ꁠ          YI SYLLABLE BBA
  0xa061  ꁡ          YI SYLLABLE BBAP
  0xa062  ꁢ          YI SYLLABLE BBUOX
  0xa063  ꁣ          YI SYLLABLE BBUO
  0xa064  ꁤ          YI SYLLABLE BBUOP
  0xa065  ꁥ          YI SYLLABLE BBOT
  0xa066  ꁦ          YI SYLLABLE BBOX
  0xa067  ꁧ          YI SYLLABLE BBO
  0xa068  ꁨ          YI SYLLABLE BBOP
  0xa069  ꁩ          YI SYLLABLE BBEX
  0xa06a  ꁪ          YI SYLLABLE BBE
  0xa06b  ꁫ          YI SYLLABLE BBEP
  0xa06c  ꁬ          YI SYLLABLE BBUT
  0xa06d  ꁭ          YI SYLLABLE BBUX
  0xa06e  ꁮ          YI SYLLABLE BBU
  0xa06f  ꁯ          YI SYLLABLE BBUP
  0xa070  ꁰ          YI SYLLABLE BBURX
  0xa071  ꁱ          YI SYLLABLE BBUR
  0xa072  ꁲ          YI SYLLABLE BBYT
  0xa073  ꁳ          YI SYLLABLE BBYX
  0xa074  ꁴ          YI SYLLABLE BBY
  0xa075  ꁵ          YI SYLLABLE BBYP
  0xa076  ꁶ          YI SYLLABLE NBIT
  0xa077  ꁷ          YI SYLLABLE NBIX
  0xa078  ꁸ          YI SYLLABLE NBI
  0xa079  ꁹ          YI SYLLABLE NBIP
  0xa07a  ꁺ          YI SYLLABLE NBIEX
  0xa07b  ꁻ          YI SYLLABLE NBIE
  0xa07c  ꁼ          YI SYLLABLE NBIEP
  0xa07d  ꁽ          YI SYLLABLE NBAT
  0xa07e  ꁾ          YI SYLLABLE NBAX
  0xa07f  ꁿ          YI SYLLABLE NBA
  0xa080  ꂀ          YI SYLLABLE NBAP
  0xa081  ꂁ          YI SYLLABLE NBOT
  0xa082  ꂂ          YI SYLLABLE NBOX
  0xa083  ꂃ          YI SYLLABLE NBO
  0xa084  ꂄ          YI SYLLABLE NBOP
  0xa085  ꂅ          YI SYLLABLE NBUT
  0xa086  ꂆ          YI SYLLABLE NBUX
  0xa087  ꂇ          YI SYLLABLE NBU
  0xa088  ꂈ          YI SYLLABLE NBUP
  0xa089  ꂉ          YI SYLLABLE NBURX
  0xa08a  ꂊ          YI SYLLABLE NBUR
  0xa08b  ꂋ          YI SYLLABLE NBYT
  0xa08c  ꂌ          YI SYLLABLE NBYX
  0xa08d  ꂍ          YI SYLLABLE NBY
  0xa08e  ꂎ          YI SYLLABLE NBYP
  0xa08f  ꂏ          YI SYLLABLE NBYRX
  0xa090  ꂐ          YI SYLLABLE NBYR
  0xa091  ꂑ          YI SYLLABLE HMIT
  0xa092  ꂒ          YI SYLLABLE HMIX
  0xa093  ꂓ          YI SYLLABLE HMI
  0xa094  ꂔ          YI SYLLABLE HMIP
  0xa095  ꂕ          YI SYLLABLE HMIEX
  0xa096  ꂖ          YI SYLLABLE HMIE
  0xa097  ꂗ          YI SYLLABLE HMIEP
  0xa098  ꂘ          YI SYLLABLE HMAT
  0xa099  ꂙ          YI SYLLABLE HMAX
  0xa09a  ꂚ          YI SYLLABLE HMA
  0xa09b  ꂛ          YI SYLLABLE HMAP
  0xa09c  ꂜ          YI SYLLABLE HMUOX
  0xa09d  ꂝ          YI SYLLABLE HMUO
  0xa09e  ꂞ          YI SYLLABLE HMUOP
  0xa09f  ꂟ          YI SYLLABLE HMOT
  0xa0a0  ꂠ          YI SYLLABLE HMOX
  0xa0a1  ꂡ          YI SYLLABLE HMO
  0xa0a2  ꂢ          YI SYLLABLE HMOP
  0xa0a3  ꂣ          YI SYLLABLE HMUT
  0xa0a4  ꂤ          YI SYLLABLE HMUX
  0xa0a5  ꂥ          YI SYLLABLE HMU
  0xa0a6  ꂦ          YI SYLLABLE HMUP
  0xa0a7  ꂧ          YI SYLLABLE HMURX
  0xa0a8  ꂨ          YI SYLLABLE HMUR
  0xa0a9  ꂩ          YI SYLLABLE HMYX
  0xa0aa  ꂪ          YI SYLLABLE HMY
  0xa0ab  ꂫ          YI SYLLABLE HMYP
  0xa0ac  ꂬ          YI SYLLABLE HMYRX
  0xa0ad  ꂭ          YI SYLLABLE HMYR
  0xa0ae  ꂮ          YI SYLLABLE MIT
  0xa0af  ꂯ          YI SYLLABLE MIX
  0xa0b0  ꂰ          YI SYLLABLE MI
  0xa0b1  ꂱ          YI SYLLABLE MIP
  0xa0b2  ꂲ          YI SYLLABLE MIEX
  0xa0b3  ꂳ          YI SYLLABLE MIE
  0xa0b4  ꂴ          YI SYLLABLE MIEP
  0xa0b5  ꂵ          YI SYLLABLE MAT
  0xa0b6  ꂶ          YI SYLLABLE MAX
  0xa0b7  ꂷ          YI SYLLABLE MA
  0xa0b8  ꂸ          YI SYLLABLE MAP
  0xa0b9  ꂹ          YI SYLLABLE MUOT
  0xa0ba  ꂺ          YI SYLLABLE MUOX
  0xa0bb  ꂻ          YI SYLLABLE MUO
  0xa0bc  ꂼ          YI SYLLABLE MUOP
  0xa0bd  ꂽ          YI SYLLABLE MOT
  0xa0be  ꂾ          YI SYLLABLE MOX
  0xa0bf  ꂿ          YI SYLLABLE MO
  0xa0c0  ꃀ          YI SYLLABLE MOP
  0xa0c1  ꃁ          YI SYLLABLE MEX
  0xa0c2  ꃂ          YI SYLLABLE ME
  0xa0c3  ꃃ          YI SYLLABLE MUT
  0xa0c4  ꃄ          YI SYLLABLE MUX
  0xa0c5  ꃅ          YI SYLLABLE MU
  0xa0c6  ꃆ          YI SYLLABLE MUP
  0xa0c7  ꃇ          YI SYLLABLE MURX
  0xa0c8  ꃈ          YI SYLLABLE MUR
  0xa0c9  ꃉ          YI SYLLABLE MYT
  0xa0ca  ꃊ          YI SYLLABLE MYX
  0xa0cb  ꃋ          YI SYLLABLE MY
  0xa0cc  ꃌ          YI SYLLABLE MYP
  0xa0cd  ꃍ          YI SYLLABLE FIT
  0xa0ce  ꃎ          YI SYLLABLE FIX
  0xa0cf  ꃏ          YI SYLLABLE FI
  0xa0d0  ꃐ          YI SYLLABLE FIP
  0xa0d1  ꃑ          YI SYLLABLE FAT
  0xa0d2  ꃒ          YI SYLLABLE FAX
  0xa0d3  ꃓ          YI SYLLABLE FA
  0xa0d4  ꃔ          YI SYLLABLE FAP
  0xa0d5  ꃕ          YI SYLLABLE FOX
  0xa0d6  ꃖ          YI SYLLABLE FO
  0xa0d7  ꃗ          YI SYLLABLE FOP
  0xa0d8  ꃘ          YI SYLLABLE FUT
  0xa0d9  ꃙ          YI SYLLABLE FUX
  0xa0da  ꃚ          YI SYLLABLE FU
  0xa0db  ꃛ          YI SYLLABLE FUP
  0xa0dc  ꃜ          YI SYLLABLE FURX
  0xa0dd  ꃝ          YI SYLLABLE FUR
  0xa0de  ꃞ          YI SYLLABLE FYT
  0xa0df  ꃟ          YI SYLLABLE FYX
  0xa0e0  ꃠ          YI SYLLABLE FY
  0xa0e1  ꃡ          YI SYLLABLE FYP
  0xa0e2  ꃢ          YI SYLLABLE VIT
  0xa0e3  ꃣ          YI SYLLABLE VIX
  0xa0e4  ꃤ          YI SYLLABLE VI
  0xa0e5  ꃥ          YI SYLLABLE VIP
  0xa0e6  ꃦ          YI SYLLABLE VIET
  0xa0e7  ꃧ          YI SYLLABLE VIEX
  0xa0e8  ꃨ          YI SYLLABLE VIE
  0xa0e9  ꃩ          YI SYLLABLE VIEP
  0xa0ea  ꃪ          YI SYLLABLE VAT
  0xa0eb  ꃫ          YI SYLLABLE VAX
  0xa0ec  ꃬ          YI SYLLABLE VA
  0xa0ed  ꃭ          YI SYLLABLE VAP
  0xa0ee  ꃮ          YI SYLLABLE VOT
  0xa0ef  ꃯ          YI SYLLABLE VOX
  0xa0f0  ꃰ          YI SYLLABLE VO
  0xa0f1  ꃱ          YI SYLLABLE VOP
  0xa0f2  ꃲ          YI SYLLABLE VEX
  0xa0f3  ꃳ          YI SYLLABLE VEP
  0xa0f4  ꃴ          YI SYLLABLE VUT
  0xa0f5  ꃵ          YI SYLLABLE VUX
  0xa0f6  ꃶ          YI SYLLABLE VU
  0xa0f7  ꃷ          YI SYLLABLE VUP
  0xa0f8  ꃸ          YI SYLLABLE VURX
  0xa0f9  ꃹ          YI SYLLABLE VUR
  0xa0fa  ꃺ          YI SYLLABLE VYT
  0xa0fb  ꃻ          YI SYLLABLE VYX
  0xa0fc  ꃼ          YI SYLLABLE VY
  0xa0fd  ꃽ          YI SYLLABLE VYP
  0xa0fe  ꃾ          YI SYLLABLE VYRX
  0xa0ff  ꃿ          YI SYLLABLE VYR
  0xa100  ꄀ          YI SYLLABLE DIT
  0xa101  ꄁ          YI SYLLABLE DIX
  0xa102  ꄂ          YI SYLLABLE DI
  0xa103  ꄃ          YI SYLLABLE DIP
  0xa104  ꄄ          YI SYLLABLE DIEX
  0xa105  ꄅ          YI SYLLABLE DIE
  0xa106  ꄆ          YI SYLLABLE DIEP
  0xa107  ꄇ          YI SYLLABLE DAT
  0xa108  ꄈ          YI SYLLABLE DAX
  0xa109  ꄉ          YI SYLLABLE DA
  0xa10a  ꄊ          YI SYLLABLE DAP
  0xa10b  ꄋ          YI SYLLABLE DUOX
  0xa10c  ꄌ          YI SYLLABLE DUO
  0xa10d  ꄍ          YI SYLLABLE DOT
  0xa10e  ꄎ          YI SYLLABLE DOX
  0xa10f  ꄏ          YI SYLLABLE DO
  0xa110  ꄐ          YI SYLLABLE DOP
  0xa111  ꄑ          YI SYLLABLE DEX
  0xa112  ꄒ          YI SYLLABLE DE
  0xa113  ꄓ          YI SYLLABLE DEP
  0xa114  ꄔ          YI SYLLABLE DUT
  0xa115  ꄕ          YI SYLLABLE DUX
  0xa116  ꄖ          YI SYLLABLE DU
  0xa117  ꄗ          YI SYLLABLE DUP
  0xa118  ꄘ          YI SYLLABLE DURX
  0xa119  ꄙ          YI SYLLABLE DUR
  0xa11a  ꄚ          YI SYLLABLE TIT
  0xa11b  ꄛ          YI SYLLABLE TIX
  0xa11c  ꄜ          YI SYLLABLE TI
  0xa11d  ꄝ          YI SYLLABLE TIP
  0xa11e  ꄞ          YI SYLLABLE TIEX
  0xa11f  ꄟ          YI SYLLABLE TIE
  0xa120  ꄠ          YI SYLLABLE TIEP
  0xa121  ꄡ          YI SYLLABLE TAT
  0xa122  ꄢ          YI SYLLABLE TAX
  0xa123  ꄣ          YI SYLLABLE TA
  0xa124  ꄤ          YI SYLLABLE TAP
  0xa125  ꄥ          YI SYLLABLE TUOT
  0xa126  ꄦ          YI SYLLABLE TUOX
  0xa127  ꄧ          YI SYLLABLE TUO
  0xa128  ꄨ          YI SYLLABLE TUOP
  0xa129  ꄩ          YI SYLLABLE TOT
  0xa12a  ꄪ          YI SYLLABLE TOX
  0xa12b  ꄫ          YI SYLLABLE TO
  0xa12c  ꄬ          YI SYLLABLE TOP
  0xa12d  ꄭ          YI SYLLABLE TEX
  0xa12e  ꄮ          YI SYLLABLE TE
  0xa12f  ꄯ          YI SYLLABLE TEP
  0xa130  ꄰ          YI SYLLABLE TUT
  0xa131  ꄱ          YI SYLLABLE TUX
  0xa132  ꄲ          YI SYLLABLE TU
  0xa133  ꄳ          YI SYLLABLE TUP
  0xa134  ꄴ          YI SYLLABLE TURX
  0xa135  ꄵ          YI SYLLABLE TUR
  0xa136  ꄶ          YI SYLLABLE DDIT
  0xa137  ꄷ          YI SYLLABLE DDIX
  0xa138  ꄸ          YI SYLLABLE DDI
  0xa139  ꄹ          YI SYLLABLE DDIP
  0xa13a  ꄺ          YI SYLLABLE DDIEX
  0xa13b  ꄻ          YI SYLLABLE DDIE
  0xa13c  ꄼ          YI SYLLABLE DDIEP
  0xa13d  ꄽ          YI SYLLABLE DDAT
  0xa13e  ꄾ          YI SYLLABLE DDAX
  0xa13f  ꄿ          YI SYLLABLE DDA
  0xa140  ꅀ          YI SYLLABLE DDAP
  0xa141  ꅁ          YI SYLLABLE DDUOX
  0xa142  ꅂ          YI SYLLABLE DDUO
  0xa143  ꅃ          YI SYLLABLE DDUOP
  0xa144  ꅄ          YI SYLLABLE DDOT
  0xa145  ꅅ          YI SYLLABLE DDOX
  0xa146  ꅆ          YI SYLLABLE DDO
  0xa147  ꅇ          YI SYLLABLE DDOP
  0xa148  ꅈ          YI SYLLABLE DDEX
  0xa149  ꅉ          YI SYLLABLE DDE
  0xa14a  ꅊ          YI SYLLABLE DDEP
  0xa14b  ꅋ          YI SYLLABLE DDUT
  0xa14c  ꅌ          YI SYLLABLE DDUX
  0xa14d  ꅍ          YI SYLLABLE DDU
  0xa14e  ꅎ          YI SYLLABLE DDUP
  0xa14f  ꅏ          YI SYLLABLE DDURX
  0xa150  ꅐ          YI SYLLABLE DDUR
  0xa151  ꅑ          YI SYLLABLE NDIT
  0xa152  ꅒ          YI SYLLABLE NDIX
  0xa153  ꅓ          YI SYLLABLE NDI
  0xa154  ꅔ          YI SYLLABLE NDIP
  0xa155  ꅕ          YI SYLLABLE NDIEX
  0xa156  ꅖ          YI SYLLABLE NDIE
  0xa157  ꅗ          YI SYLLABLE NDAT
  0xa158  ꅘ          YI SYLLABLE NDAX
  0xa159  ꅙ          YI SYLLABLE NDA
  0xa15a  ꅚ          YI SYLLABLE NDAP
